year,patent_id,wipo,query_type,query_text,attempt_used,query_word_count,leak_overlap_count,leak_overlap_ratio,leak_query_ngram_count,status
2025,12417454,7,function,"Search for blockchain‑based automated messaging systems that use distributed ledger entries to trigger communication templates, transmit messages to account holders, avoid decryption of stored data, and exploit public ledger values as retrieval keys for private databases.",1,37,0,0.0,27,ok
2025,12253648,10,summary,"Deploys two coaxial arcs of linear electron accelerators within a static frame, driving fan‑shaped high‑penetrating X‑ray beams while a conveyor feeds the specimen; opposing detector banks gather transmitted photons, and a control unit synchronizes beam pulses to reconstruct volumetric images of dense materials.",2,46,0,0.0,35,ok
2025,12253648,10,keyword,"stationary gantry based imaging with conveyor‑transported specimens, dual‑plane arcuate linear accelerator arrays generating fan‑shaped high‑energy X‑ray beams, opposing detector panels, and automated control for timed accelerator activation and 3‑D computational reconstruction.",3,37,1,0.03571428571428571,28,failed_constraints
2025,12253648,10,function,"Search for an X‑ray imaging system employing a stationary gantry and conveyor that routes objects, multiple high‑energy X‑ray generators positioned along two parallel curvilinear tracks, opposite collector assemblies electronically synchronized to produce fan‑beam data for volumetric reconstruction.",3,41,3,0.1,30,failed_constraints
2025,12214748,29,summary,"Search for multi-pivot ladder system for agricultural machinery employing an angled stow configuration with separate axis hinges and hydraulic control, enabling space‑efficient storage without obstructing cab access.",1,29,0,0.0,22,ok
2025,12214748,29,keyword,"agricultural vehicle ladder with two frame members, each having upper and lower sections, foot supports, independent pivot points connecting to the vehicle frame’s fore and aft, hydraulic cylinder assisting angled stowed configuration, ensuring cab access.",3,36,1,0.03571428571428571,28,failed_constraints
2025,12214748,29,function,"search for an agricultural vehicle ladder with two pivoting frame members on distinct axes, a hydraulic cylinder that secures an angled, rearward stowed position, and foot supports, ensuring no obstruction to cab entry or exit.",1,35,0,0.0,23,ok
2025,12222920,6,summary,"Dynamic subscription storage for MQTT where a provider network routes wildcard and concrete topic subscriptions to separate datastores—e.g., an in‑memory trie for wildcards and a lower‑cost key‑value store for single topics—using a pointer table to select the target based on subscription type and traffic criteria.",3,51,1,0.03225806451612903,31,failed_constraints
2025,12222920,6,keyword,"Search for systems that route MQTT device subscriptions to distinct backends, storing wildcard topics in an in-memory trie while directing concrete topic subscriptions to a cheaper storage engine, using per-device tables and TPS thresholds.",2,36,0,0.0,25,ok
2025,12222920,6,function,"search for systems that route IoT device subscription logs to distinct persistence layers—such as trie‑based in‑memory stores for wildcard topics versus lower‑cost, performance‑constrained stores for concrete topics—selected via subscription type and topic throughput metrics.",2,40,0,0.0,30,ok
2025,12371045,32,summary,"Search for vehicle stability aids measuring steering and speed to detect oversteer/understeer, then compute optimal throttle setting that balances front/rear wheel drive force versus transfer-induced braking torque, and displays recommended throttle to the driver.",2,37,0,0.0,28,ok
2025,12371045,32,keyword,"vehicle driving aid system detecting outward or inward heading during cornering by combining yaw rate, steering angle and vehicle speed to compute slip angle, setting target accelerator throttle to balance front wheel drive torque and transfer braking torque, with throttle input display, and including a transfer and limited differential.",1,49,0,0.0,37,ok
2025,12371045,32,function,"Search for a vehicle cornering aid that uses yaw and slip data from steering angle and speed, calculates slip conditions, detects oversteer or understeer, sets a target throttle to minimize the front‑wheel drive‑brake force mismatch, and displays the recommended acceleration to the driver.",2,45,0,0.0,29,ok
2025,12261679,3,summary,"Search for technologies that coordinate multiple regional ground terminals to transmit individualized uplink bursts to a relay satellite, synchronizing their delays so the satellite receives them in phase, enabling the ground network to synthesize focused beams and extract user data from the return path.",2,44,0,0.0,28,ok
2025,12261679,3,keyword,Searching for satellite communications ground segment architectures employing geographically dispersed relay nodes and a central hub to synchronize uplink transmission streams through path delay compensation and beamforming techniques for coherent downlink beam synthesis.,2,33,0,0.0,25,ok
2025,12261679,3,function,"Search for techniques enabling synchronized satellite link formation via geographically dispersed ground nodes, where a central server distributes node‑specific uplink bursts with delay compensation, and ground beamformers reconstruct and shape combined downlink beams from end‑to‑end relay returns.",3,40,1,0.03333333333333333,30,failed_constraints
2025,12274607,13,summary,"absorbent articles featuring a chassis of topsheet, backsheet, core, and elastically stretchable panels bonded by ultrasonic welding, where elastic films with wrinkle‑structured skins attach in anchoring zones to provide controlled stretch in diaper‑like wear items",1,37,0,0.0,26,ok
2025,12274607,13,keyword,"search for absorbent pads with chassis comprising topsheet, backsheet, and core, featuring an elastically stretchable panel of a stretch laminate bonded ultrasonically, containing cover layers, an elastomeric film with skin, anchoring and stretch zones, and wrinkle‑furrowed skins in anchoring zones.",3,41,4,0.14285714285714285,28,failed_constraints
2025,12274607,13,function,"Search for disposable absorbent articles with chassis including topsheet and backsheet, an absorbent core, and attached elastically extendable panels consisting of multilayer stretch laminates bonded ultrasonically; panels feature anchor zones with wrinkled skin surfaces forming furrows, allowing directional stretch.",3,39,2,0.06666666666666667,30,failed_constraints
2025,12328167,3,summary,"Search for wireless communication systems that generate a CSI predictor model from a training set organized as M×N matrices, where rows are sub‑carriers or time slots and columns are antennas or spatial angles, for devices to exchange channel quality information.",1,42,0,0.0,24,ok
2025,12328167,3,keyword,"Search for prior art on methods or devices that construct a channel state information model from an M×N sample matrix, with rows as subcarriers or time slots and columns as antennas or angles, enabling first and second devices to transmit channel quality metrics.",3,44,1,0.04,25,failed_constraints
2025,12328167,3,function,Query for prior art on a method and system that builds a training set of a link quality model using an M×N matrix (rows: subcarriers or time slots; columns: antennas or spatial angles) to enable coordinated transmission of condition feedback between two devices.,2,44,0,0.0,27,ok
2025,12217148,6,summary,"Search for systems mapping vector‑based candidates to customizable web funnels via a rule‑based database of logo, headline, and CTA elements, presenting unique configurations to users over a network.",3,30,0,0.0,21,ok
2025,12217148,6,keyword,"Looking for webinterface production systems that map vector-encoded candidate points to website funnel UI elements, converting attributes such as logo, headlines, and call‑to‑action through a presentation module and rule‑based database.",2,34,0,0.0,24,ok
2025,12217148,6,function,"web interface generation via vector-based candidate selection that maps abstract configuration points to visual component settings for logos, headlines, subheadlines, and call‑to‑actions, enabling dynamic funnel construction shown to users.",2,32,0,0.0,24,ok
2025,12190823,2,summary,"Search for imaging displays using scan drivers that sequentially deliver separate display and blackout periods across multiple scan lines, where blackout signals are shared over multiple lines, shifts by defined horizontal periods, and duty cycles differ between display and blackout phases.",1,41,0,0.0,31,ok
2025,12190823,2,keyword,"display device utilizing a sequential scan driver providing multiple scan signals via separate lines to a pixel, with distinct timing windows within a frame, including a low‑brightness blanking interval to suppress display during part of the scan.",2,38,0,0.0,27,ok
2025,12190823,2,function,"Search for a display system that uses a driver to send multiple timed scan pulses to individual pixels via separate scan lines, creating a frame display period followed by a black insertion interval, with staged pulse durations and duty variations across different scan periods.",2,44,0,0.0,31,ok
2025,12336679,33,summary,"A dishwasher with adjustable, multi‐tier racks that include removable wire inserts and handles to enhance loading flexibility and accommodate dishes of varying sizes.",1,24,0,0.0,15,ok
2025,12336679,33,keyword,"dishwasher with multi-tier rack system featuring dedicated spray assemblies per rack, where the uppermost rack incorporates a removable wire framework perimeter housing a wire insert with bifurcated wall boundary, transverse and vertical wire handles, and a dual-height floor to accommodate varying object sizes.",1,45,0,0.0,33,ok
2025,12336679,33,function,"Search for dishwashers having multiple slide‑able racks each served by its own spray arm, and a top rack with a wire perimeter and a detachable wire insert featuring a raised section for small items and removable side walls.",1,39,0,0.0,25,ok
2025,12339709,6,summary,"Investigate display modules featuring bent substrate sections housed in stepped support frames, enabling flexible circuits with region‑specific layer counts and integrated stepped batteries within adjacent cavities, to address space efficiency and thermal management in compact electronic devices.",1,38,0,0.0,30,ok
2025,12339709,6,keyword,"Search for electronic displays with bent substrate portions incorporated into a support plate cavity, where a multilayer flexible printed circuit connects to the bent region and a stepped power source is positioned in an adjacent cavity.",3,36,0,0.0,21,ok
2025,12339709,6,function,"Find prior art for a display system in which a curved substrate recess holds a flexible multilayer circuit board with varying layer counts, while a stepped battery is housed in a secondary cavity, enabling compact power and signal integration close to the display front surface.",1,45,0,0.0,29,ok
2025,12408026,4,summary,"Search for technologies that dynamically route outgoing text or multimedia messages to telephone numbers by selecting among multiple communication providers and protocols based on message content, retrying failed transmissions, logging provider–protocol–address tuples, and prioritizing previously successful provider–protocol combinations when re‑sending to the same address.",1,48,0,0.0,35,ok
2025,12408026,4,keyword,"Search for systems employing a processor and memory‑based module that accept telephone or address-based messages, dynamically choose among multiple communication providers and protocols, format compliant messages, retry transmissions until success, record provider‑protocol‑address logs, and prioritize based on log hits.",1,43,0,0.0,33,ok
2025,12408026,4,function,"Search for devices that accept an address and a set of messages, select a provider and protocol from a pool, format the message per protocol, request provider retransmission until success, then log provider, protocol, and address, and next time prioritize provider and protocol based on address hits.",1,47,0,0.0,30,ok
2025,12229239,6,summary,"Search for GUI‑based system enabling drag‑and‑drop assignment of authentication methods to users, where the interface detects icon movement and automatically assigns methods to user profiles via software instructions.",1,31,0,0.0,21,ok
2025,12229239,6,keyword,"Search for systems where a processor and memory execute code displaying a visual interface with icons for multiple authentication methods and user avatars, detect drag‑and‑drop of an auth icon onto a user icon, and assign that method to the user.",2,42,0,0.0,24,ok
2025,12229239,6,function,"Search for systems that implement a drag‑and‑drop graphical interface where users drag authentication method icons onto individual user icons, automatically assigning those authentication types to the selected user accounts.",1,31,0,0.0,22,ok
2025,12390537,16,summary,"Biodegradable polymeric microcontainers with time‑controlled compartments for delivering STING agonists in scheduled pulses over months, fabricated via additive manufacturing such as micromolding or 3D printing, enabling discrete dosing without leakage.",1,31,0,0.0,24,ok
2025,12390537,16,keyword,"Search for biodegradable biocompatible polymeric microdevices (10–1000 µm) fabricated via micromolding, 3D printing, or lithography that encapsulate STING agonists, enabling time‑programmed pulsatile release over months with minimal leakage.",3,30,0,0.0,23,ok
2025,12390537,16,function,"biocompatible polymeric microdevice shells fabricated by additive manufacturing for multi‑timepoint, pulsatile release of STING agonists to induce interferon gene expression over months.",1,23,0,0.0,17,ok
2025,12209304,2,summary,"Search for methods that use a solvent‑coated metal film on a donor substrate to laser‑triggered jetting of metal particles, with the solvent restricting droplet spread to achieve sub‑micron metal traces on a receiver.",2,36,0,0.0,22,ok
2025,12209304,2,keyword,"laser jetting process utilizing a solvent‑coated metal film on a donor substrate for high‑resolution line deposition, specifying metal coating, solvent overlay, laser spot size control, droplet confinement, proximity to receiver substrate, and rapid continuous fabrication.",3,37,1,0.034482758620689655,29,failed_constraints
2025,12209304,2,function,"What prior art exists for using a solvent‑coated metal layer on a donor substrate, where laser‑induced jetting ejects solvent‑bounded metal particles that deposit on a target substrate, enabling sub‑micron resolution metal lines through solvent membrane confinement?",3,40,2,0.06896551724137931,29,failed_constraints
2025,12286024,1,summary,"Invention: A system to charge an onboard battery on a vehicle, using an AC‑to‑DC converter, a flywheel or equivalent that stores motion energy, and a motor/generator coupled to the flywheel, drawing power from mains to charge the battery.",2,41,0,0.0,22,ok
2025,12286024,1,keyword,"Search for patent examples of a vehicle‑mounted power supply system integrating an AC‑DC converter, a rotary generator coupled to a rotational energy accumulator, and a synchronous motor receiving commercial grid power for onboard battery charging.",2,37,0,0.0,25,ok
2025,12286024,1,function,"devices converting mains electricity to charge onboard batteries for mobile systems that also harvest and store motion energy via a motor that is driven by mechanical linkage, enabling continuous power supply without external charging stops.",2,35,0,0.0,25,ok
2025,12282666,6,summary,"Search for methods converting mainframe proprietary I/O requests into standard protocol operations on heterogeneous data sources via a storage client that identifies a suitable data source and uses configuration to convert the request, enforces security policies, transforms the output back to the original format.",1,45,0,0.0,29,ok
2025,12282666,6,keyword,"Method for a storage client that identifies a suitable external data source, translates a mainframe proprietary I/O protocol request via a driver, enforces security policies, transforms retrieved data back into the mainframe format, and returns it to the application.",1,40,0,0.0,24,ok
2025,12282666,6,function,"Search for systems that translate proprietary mainframe I/O requests via a client into standard protocol operations on heterogeneous data sources, then reformat results back to mainframe format while managing security policies throughout.",1,33,0,0.0,23,ok
2025,12302931,16,summary,"Search for a tablet‑like beverage formulation that dissolves rapidly and remains uniform, combining a barley leaf powder with matcha, xylitol and sucralose sweeteners, a fiber matrix of inulin and konjac, and a micronized stabilizer for smooth taste.",3,38,0,0.0,23,ok
2025,12302931,16,keyword,"Powdered drink comprising barley leaf micro‑powder, xylitol granules, matcha powder, inulin, konjac, silicon dioxide and sucralose; wet granulation, drying, sieving through a 20‑mesh screen, uniform blending, fast dissolution and non‑separation.",3,33,4,0.14285714285714285,28,failed_constraints
2025,12302931,16,function,"Search for powdered beverage compositions containing barley leaf extract, sweetening agents such as xylitol, matcha, dietary fibers like inulin and konjac, with flow aids and antimonosaccharification agents, produced by wet granulation, drying, sieving, and mixing steps, yielding fast-dissolving, non-separating granules for instant drink.",2,45,0,0.0,35,ok
2025,12186346,16,summary,"Search for an anhydrous, oil‑based topical wound dressing that blends fish and plant oils with a collagen network, uses an antioxidant that deposits on the oil‑collagen interface, includes a thickening agent to block oil seepage, and exploits a dual‑melting‑point formulation for stable skin application.",1,48,0,0.0,31,ok
2025,12186346,16,keyword,"Identify prior patents on anhydrous topical skin compositions that include cod liver and hempseed oils, fish collagen binders, thickening beeswax or cetyl ester, antioxidant ascorbyl palmitate, dual melting temperatures, and mechanisms to prevent oil seepage.",3,35,1,0.037037037037037035,27,failed_constraints
2025,12186346,16,function,"An anhydrous skin‑treating lotion mixing cod liver and hempseed oils with medium‑chain triglycerides, monolaurin and vegetable fats, plus fish collagen, a sterically protected antioxidant, and a thickening agent that blocks oil migration from the collagen network.",3,38,1,0.038461538461538464,26,failed_constraints
2025,12391706,16,summary,"search for orally bioavailable compounds that improve solubility of kinase‑blocking molecules, yielding a derivative (td32‑4) with enhanced in‑vivo anti‑cancer effects through metabolic activation.",2,27,0,0.0,18,ok
2025,12391706,16,keyword,"Search for patent disclosures of multi‑target tyrosine kinase inhibitors that are metabolized to an active small‑molecule td32‑4 analog, featuring enhanced solubility, oral bioavailability, and protein‑kinase inhibition; include synthetic routes and pharmaceutically acceptable salts or racemates with alkyl, halogen, phosphonyl, heterocyclic, and alkoxy substituents.",3,47,8,0.24242424242424243,33,failed_constraints
2025,12391706,16,function,"Search for an orally bioavailable kinase antagonist metabolized to active fragment td32‑4 that suppresses tumor cell proliferation, improves solubility versus the parent compound, and supports broad‑spectrum kinase‑targeted cancer therapy.",2,32,0,0.0,23,ok
2025,12369044,4,summary,"A maritime communication system that addresses connectivity gaps from vessel locations by issuing navigation commands to reposition ships, creating new links, and then recomputing optimal routing paths using updated trajectory data.",1,31,0,0.0,23,ok
2025,12369044,4,keyword,"Search maritime ad‑hoc networks that dynamically configure multi‑hop routing paths by acquiring client location data, detecting node link infeasibility, issuing flight‑path adjustments to reposition nautical or aerospace nodes, and re‑optimizing network links based on updated trajectory predictions.",3,41,0,0.0,33,ok
2025,12369044,4,function,"Find prior art on dynamic routing infrastructure that adjusts vessel or aircraft positions to create new network links within a maritime communication system, using real-time position updates and automated path modifications to maintain connectivity in oceanic environments.",2,38,0,0.0,28,ok
2025,12203460,27,summary,"Search for a pump system that uses two pistons reciprocated by alternating high‑pressure gas, coupling variable‑volume gas and hydraulic chambers to compress reservoir fluid into an accumulator and deliver motive hydraulic fluid to a work outlet.",3,38,1,0.04,25,failed_constraints
2025,12203460,27,keyword,"Search for piston‑driven hydraulic accumulator systems using alternating high‑pressure gas chambers, dual pistons linked in a single cylinder, gas‑switch valves, hydraulic reservoirs, and check valves, where gas pressure alternates to pump fluid into an accumulator.",3,38,1,0.03571428571428571,28,failed_constraints
2025,12203460,27,function,"Search for power systems employing a piston pump with two gas‑chambers alternately pressurised by a high‑pressure gas source and a switching valve, where reciprocating pistons compress hydraulic fluid into an accumulator that supplies motive fluid for work while low‑pressure gas is vented.",3,45,3,0.1,30,failed_constraints
2025,12337498,1,summary,"hand‑guided powered cutting tool with motor drive, automated detection of blockage or seizure, torque reduction when blocked, subsequent torque recovery, user‑adjustable nominal speed set to at least double the blocking speed limit.",1,34,0,0.0,25,ok
2025,12337498,1,keyword,"Search for hand‑held rotary cutter devices with an integrated electric drive motor that automatically adjusts torque when the cutter becomes blocked, using a monitoring unit and user‑adjustable speed selector, applicable to landscaping and timber processing tools.",2,38,0,0.0,26,ok
2025,12337498,1,function,"Search for handheld power tools with torque control that detect cutting block or jam, automatically reduce motor torque on block detection, then restore torque, and maintain nominal speed twice the minimum blocking speed, adjustable by user.",1,36,0,0.0,26,ok
2025,12402656,34,summary,"Searching for aerosol generator designs featuring a primary liquid reservoir that feeds an auxiliary capillary chamber, using a filament bundle of susceptor material to draw liquid toward the aerosolization interface, improving flow control and vaporization efficiency.",2,36,0,0.0,25,ok
2025,12402656,34,keyword,"Search for aerosolizing apparatus comprising a primary storage chamber, a capillary‑suction buffer chamber, and a fluid channel containing a filament bundle of susceptor material, with lamellar internal structure, no additional liquid retention elements, designed to deliver aerosolizable liquid to the device nozzle.",2,43,0,0.0,30,ok
2025,12402656,34,function,"search for prior art of aerosolization devices featuring a primary liquid reservoir, a secondary capillary buffer chamber without retained capillary material, and a liquid conduit comprising a filament bundle of susceptor material that delivers the working fluid to an external interface.",3,41,4,0.14814814814814814,27,failed_constraints
2025,12224191,8,summary,"Search for wafer‑handling systems in which a robotic arm equipped with camera and laser sensors identifies markers on multiple transfer stations, determines their 3‑D pose, and precisely positions the arm to exchange wafers within semiconductor equipment.",1,38,0,0.0,23,ok
2025,12224191,8,keyword,"Search for prior art on automated wafer handling systems featuring a controller, a hand‑mounted wafer holder, a linked arm base, dual optical and laser sensors for marker‑based position detection, and multiple exchange platforms with pattern‑coded markers, including FOUP integration and calibration routines.",2,45,0,0.0,33,ok
2025,12224191,8,function,"system integrating a camera and laser sensor that locates marker patterns on storage fixtures, calculates their relative positions, and directs a wafer-handling arm to move, align, and stack wafers between transfer sites with high precision.",2,36,0,0.0,24,ok
2025,12357542,13,summary,"Search for feeding assemblies for peristaltic enteral pumps that auto‑identify nutrition solution properties via a sensor on the tubing cassette and adjust pump speed or pressure accordingly, including detection of viscosity, osmolarity, and nutrient composition.",1,36,0,0.0,24,ok
2025,12357542,13,keyword,"Search patents for enteral feeding systems featuring a feed container with nutritional liquid, a pump‑compatible tubing cassette, an identification tag that conveys nutrient profile to a pump control electronics, and sensors determining viscosity, osmolality or caloric content for adaptive pumping.",3,41,0,0.0,28,ok
2025,12357542,13,function,"Search for enteral feeding systems that automatically detect nutritional fluid properties (viscosity, caloric, nutrient contents) through a mounted cassette or conduit with identification features, and adjust pump rotor or flow rate accordingly to deliver the fluid.",1,36,0,0.0,25,ok
2025,12386347,32,summary,"Search for devices that use a control interface with movable buttons or sticks that visually reflect a vehicle's autonomous status by receiving system status signals, processing them, and actuating the interface to mirror that status to the operator.",2,39,0,0.0,21,ok
2025,12386347,32,keyword,"Search for patents describing a control interface for a vehicle or UAV featuring a receiver that receives vehicle state signals, a processor generating feedback signals, actuators that adjust control element positions to visually indicate autonomous or remote operation modes.",2,39,0,0.0,26,ok
2025,12386347,32,function,"Search for remote vehicle controllers that include actuators adjusting physical control elements to display vehicle operational status during autonomous mode, using a receiver and processor to translate vehicle state signals into element positions for human operator feedback.",1,37,0,0.0,27,ok
2025,12330771,31,summary,"Search for aircraft flight‑control actuators that combine dual motor control lanes with a switchable differential mechanism, enabling torque‑summing during coordinated control and velocity‑summing during rapid movement by interlocking two gear trains via a lockable coupling.",1,38,0,0.0,29,ok
2025,12330771,31,keyword,"Search for aircraft differential actuation units employing two motor‑driven control lanes, compound planetary gearsets, a lockable differential coupling enabling torque‑summation versus velocity‑summation, with integrated motor brakes and a flight‑control processor.",1,34,0,0.0,27,ok
2025,12330771,31,function,"differential powered actuator for aircraft control surfaces with two motor‑driven lanes and a lockable gear linkage system that alternates between torque‑summing and speed‑summing drive modes, enabling precise surface deflection under varied load conditions.",3,36,0,0.0,28,ok
2025,12238274,2,summary,"Search for decoder intra‑prediction techniques that use bitstream‑derived mode and index values to conditionally include extended reference samples beyond the reconstructed block, improving prediction accuracy in video compression.",1,30,0,0.0,22,ok
2025,12238274,2,keyword,"decoder performing intra-frame block prediction from bitstream, selecting optimal mode, determining block index, fetching reference pixels from already decoded block optionally extended by extra samples, computing sample prediction based on chosen mode and reference set",2,36,0,0.0,29,ok
2025,12238274,2,function,"decoder selects an optimal predictive configuration from a predetermined set for a block using bitstream data, then references an index to choose whether additional reconstructed samples are included or only existing ones are used, and finally generates the predicted sample values.",2,41,0,0.0,27,ok
2025,12407840,2,summary,"A video compression system extracts multiple slice types from a key frame, builds a list of prior frame indices for slices in a neighboring region of later frames, but excludes earlier frames when the region belongs to an intra‑coded key frame, then stores the bitstream.",2,46,0,0.0,29,ok
2025,12407840,2,keyword,"Search for systems or methods that process a video bitstream containing multiple VCL NAL units of differing types, identify sub‑picture segments marked with an IRAP NAL, extract active reference frame entries excluding preceding frames, and encode or store subsequent slices accordingly.",2,42,0,0.0,31,ok
2025,12407840,2,function,"How to generate active reference picture list entries for slices in a sub‑region of a current frame, excluding references to prior frames when the sub‑region is linked to an intra‑coded slice of a distinct NAL type, to facilitate efficient storage and decoding of the bitstream?",3,48,1,0.03571428571428571,28,failed_constraints
2025,12287322,16,summary,"Developing a 99mTc‑labeled α‑hydroxy acid probe that reacts with endogenous H₂S to generate insoluble radioactive deposits for imaging hypoxic, inflammatory, or tumor tissues and diagnosing related diseases.",1,29,0,0.0,18,ok
2025,12287322,16,keyword,"99mTc‑conjugated D‑gluconic/D‑glucaric acid derivatives enabling precipitation with internally produced H₂S for nuclear imaging of inflammatory, hypoxic, or tumor tissues and detection.",2,25,0,0.0,15,ok
2025,12287322,16,function,"Search for technetium‑99m radiolabeled organic acid probes that react with sulfide ions in tissues, forming insoluble deposits for imaging of inflammation, cancer, or hypoxic lesions via SPECT.",2,28,0,0.0,19,ok
2025,12413969,4,summary,"A system that authenticates a player by comparing input signals from a device to the player’s actions shown in a virtual environment camera feed, and issues a warning when the signals and actions do not correspond.",1,37,0,0.0,19,ok
2025,12413969,4,keyword,"Search for prior art on processor‑driven systems that authenticate VR users by correlating headset/controller input signals with avatar actions captured via virtual camera feeds, issuing warnings when the signal and visual action are unsynchronized, and continuously monitoring user presence.",1,41,0,0.0,29,ok
2025,12413969,4,function,"Search for methods that authenticate a user controlling an avatar by comparing input signals from the user's device with camera-derived motion data, and issue alerts when signals do not match observed avatar actions.",3,35,0,0.0,22,ok
2025,12274788,16,summary,"Search for technology producing sub‑80‑nm PLGA particles with a span factor below 1.2, created by jetting a PLGA solution through sub‑1 mm orifices into a poor solvent while applying acoustic agitation to control nucleation and growth.",3,40,0,0.0,26,ok
2025,12274788,16,keyword,"Search for patents on producing sub‑80 nm PLGA microparticles by jetting PLGA solution in a good solvent through sub‑1 mm nozzles into a poor solvent, with vibration‑enhanced precipitation to obtain a narrow size distribution.",2,37,0,0.0,24,ok
2025,12274788,16,function,"Search for techniques creating sub‑80‑nm PLGA particles having tight size dispersity by forcing a PLGA solution from a high‑solubility solvent through sub‑1‑mm orifices into a low‑solubility antisolvent, with vibration‑enhanced jetting.",2,37,0,0.0,26,ok
2025,12380429,7,summary,"Search for methods that provide a graphical portal enabling administrators to allocate role‑based service subsets to user accounts, generate NFC‑enabled personalized mobile wallet apps, and unlock physical spaces through biometric authentication upon authorization.",2,35,0,0.0,27,ok
2025,12380429,7,keyword,"Search for prior art on NFC‑based mobile wallet systems that implement role‑based access control services, use fingerprint authentication to unlock doors, and provide an administrator portal for allocating specific services to individual user accounts.",2,36,0,0.0,26,ok
2025,12380429,7,function,"Search for a GUI management portal that assigns role‑based service subsets to user accounts, creates NFC‑enabled custom apps for each account, and unlocks physical spaces by fingerprint interaction when access control is granted.",2,35,0,0.0,24,ok
2025,12219990,34,summary,"Search for a smoking device that partitions tobacco into separate chambers, featuring a sliding clip that isolates one chamber while permitting air flow, enabling the user to consume a chosen portion without disturbing other stored materials.",1,36,0,0.0,25,ok
2025,12219990,34,keyword,"Search for a multi‑compartment pipe featuring a retractable compartment holder, separate storage cells, a generally hollow main body, an interior airflow opening, and an adjustable vent plate that moves within the body to allow selective smoking of different tobacco blends.",2,41,0,0.0,28,ok
2025,12219990,34,function,"search for methods of storing multiple powdered or dried substances in a single hollow vessel with removable chambers that allow selective ignition of one chamber while preserving others, employing an internal moving partition and airflow regulation to control smoke delivery.",2,40,0,0.0,27,ok
2025,12316274,1,summary,"Search for patents describing bidirectional data exchange over a photovoltaic system’s DC bus by modulating control pulses, detecting induced current to determine signal amplitude, and applying adaptive modulation for telemetry between module and inverter while ensuring command validation.",2,39,0,0.0,29,ok
2025,12316274,1,keyword,"Search for prior art on photovoltaic inverter communication: high‑frequency voltage‑modulated signals sent over DC bus lines, sensed via current levels, used to encode control and telemetry, with demodulation and code comparison for command validation between module and inverter.",1,40,0,0.0,30,ok
2025,12316274,1,function,"What prior art describes a PV system where an inverter transmits a predefined‑amplitude control signal over DC lines, the solar module measures the induced current to set its data signal amplitude, then sends telemetry back, accepting commands only when returned codes match the original?",2,45,0,0.0,32,ok
2025,12406666,6,summary,"voice‑command powered virtual assistant that generates interactive virtual objects inside a VR view to let users control and tune operations of remote or local systems, with dynamic spatial UI to adjust parameters in real time.",1,36,0,0.0,25,ok
2025,12406666,6,keyword,"Virtual assistant rendering interactive 3‑D objects in an AR/VR environment to manipulate external smart home devices or audio playback via voice command and user input, generating parameterized virtual GUI elements for remote application control.",1,36,0,0.0,26,ok
2025,12406666,6,function,"Voice‑activated virtual assistant that fabricates interactive holographic objects inside a VR environment, enabling users to control device settings or external applications via virtual interfaces, while simultaneously streaming dynamic audio or visual content to connected devices.",1,36,0,0.0,28,ok
2025,12229660,6,summary,"Search for prior art on a neuromorphic computing cross‑bar array that uses a compressed‑truncated factorization to split a large resistive memory matrix into two partial sub‑arrays, then sums ADC outputs for neural‑network layer implementation.",2,38,0,0.0,27,ok
2025,12229660,6,keyword,"Crossbar array neuromorphic computing device using low‑rank matrix factorization, resistance‑based memory cells, ADC per partitioned sub‑array, summing circuitry, and controller selecting original or decomposed arrays to perform weighted summation in a neural network layer.",2,37,0,0.0,30,ok
2025,12229660,6,function,"Search for methods employing compressed‑truncated SVD to partition resistive crossbar matrices, with ADCs converting sub‑array outputs and adder circuits reconstructing weighted sums for a neural‑network layer, controlled by an MCU selecting full or split arrays.",1,38,0,0.0,27,ok
2025,12405623,5,summary,"Design an error‑amplifier for voltage regulation that cuts current in its feedback loop by employing a secondary transistor‑resistor stage, thereby boosting efficiency and reducing voltage drop in the control path.",1,32,0,0.0,20,ok
2025,12405623,5,keyword,"Search for integrated error amplifier circuits with differential transistor pairs, two‑stage current‑limiting feedback, series resistors, and attenuator networks in power‑supply topologies or voltage‑regulator designs employing multiple transistor control inputs and reduced‑stage current flow.",1,38,0,0.0,30,ok
2025,12405623,5,function,"Find prior art for error amplifiers that employ differential input transistors and a low‑current secondary stage with an integrated attenuator, designed to limit the secondary stage current while preserving voltage‑regulation accuracy in regulator applications.",1,36,0,0.0,25,ok
2025,12204550,6,summary,"Search for a system that links design professionals with regional building product specialists by matching project location and product category, then facilitates secure communication while protecting private project data.",1,29,0,0.0,21,ok
2025,12204550,6,keyword,"Retrieve information on a cloud‑based platform that links construction professionals with material suppliers, employing a processor and network interface to match projects by geography and product genre, expose vendor expertise, and enable protected messaging between parties.",3,37,1,0.04,25,failed_constraints
2025,12204550,6,function,"Searching for systems that match construction design specialists with regional building material experts by product category and location, storing expertise profiles, and facilitating private or anonymous communication channels while protecting project data.",3,32,0,0.0,23,ok
2025,12349460,8,summary,"Search for processes creating conductive oxide semiconductor layers via dual annealing: first oxygen‑removing bake followed by hydrogen‑rich reduction, forming conductive oxide films for transistor or capacitor devices.",2,29,0,0.0,23,ok
